Loc ID,County,Community,On,From,To,Approach,At,Dir,Latitude,Longitude,Latest,Latest Date
204466,PLYMOUTH,BROCKTON,NORTH MONTELLO STREET,,,SOUTH OF,N MONTELLO 28 S OF RT 37,2-WAY,42.1076084035,-71.023851446,13400,1/1/2003
204467,PLYMOUTH,BROCKTON,NORTH MONTELLO STREET,,,SOUTH OF,N MONTELLO ST S OF E BATTLES ST,2-WAY,42.0972318025,-71.0175754915,15200,9/18/1991
204468,PLYMOUTH,BROCKTON,PLAIN STREET,,,,PLAIN 28 BETW MAIN MONTELLO STS,2-WAY,42.0608494506,-71.0140224827,10000,1/1/2004
204469,PLYMOUTH,BROCKTON,NORTH MONTELLO STREET,,,NORTH OF,,2-WAY,42.0875247892,-71.0173556676,17569,6/13/1990
2045,FRANKLIN,SUNDERLAND,OLD AMHERST ROAD,,,EAST OF,RTE.47,2-WAY,42.4597404803,-72.580846985,3800,1/1/2001
2046,FRANKLIN,SUNDERLAND,SOUTH SILVER LANE,,,SOUTH OF,OLD AMHERST RD.,2-WAY,42.453418561,-72.567191841,530,1/1/1993
204603,NORFOLK,BROOKLINE,GROVE STREET,,,WEST OF,W ROXBURY PARKWAY,2-WAY,42.3027163446,-71.1520942999,10729,11/11/1992
204604,NORFOLK,BROOKLINE,HAMMOND POND PARKWAY,,,,HEATH STREET,2-WAY,42.3169271841,-71.1703967895,22007,11/11/1992
204605,NORFOLK,BROOKLINE,HAMMOND STREET,,,SOUTH OF,BOYLSTON STREET,2-WAY,42.3232870924,-71.163791387,13698,11/12/1992
204606,NORFOLK,BROOKLINE,BOYLSTON STREET,,,EAST OF,HAMMOND STREET,2-WAY,42.3237034384,-71.1627694386,47012,11/12/1992
2047,FRANKLIN,SUNDERLAND,PATRICK CAREY HIGHWAY,,,AT,MONTAGUE,2-WAY,42.509632601,-72.5267494516,2987,1/1/2012
2048,FRANKLIN,LEVERETT,JUGGLER MEADOW ROAD,,,EAST OF,RTE.63,2-WAY,42.4370066089,-72.5295099599,280,1/1/2000
204801,MIDDLESEX,BURLINGTON,BEDFORD STREET,,,WEST OF,CAMBRIDGE STREET,2-WAY,42.5050414108,-71.1961258332,14300,1/1/1988
204802,MIDDLESEX,BURLINGTON,LEXINGTON STREET,,,NORTH OF,BURLINGTON MALL ROAD,2-WAY,42.4862847906,-71.213468433,9100,1/1/1988
204803,MIDDLESEX,BURLINGTON,BURLINGTON MALL ROAD,,,SOUTH OF,SOUTH BEDFORD STREET,2-WAY,42.4873936229,-71.2034413584,32750,1/1/1988
204804,MIDDLESEX,BURLINGTON,BURLINGTON MALL ROAD,,,WEST OF,CAMBRIDGE STREET,2-WAY,42.4914578875,-71.1935943891,24050,1/1/1988
204806,MIDDLESEX,BURLINGTON,MIDDLESEX TURNPIKE,,,NORTH OF,ABBOT PARK,2-WAY,42.4736833174,-71.2126201161,31563,11/30/1988
204808,MIDDLESEX,BURLINGTON,MIDDLESEX TURNPIKE,,,SOUTH OF,FOURTH AVENUE,2-WAY,42.4911035921,-71.2238179035,,
204809,MIDDLESEX,BURLINGTON,MIDDLESEX TURNPIKE,,,,WHEELER ROAD,2-WAY,42.4756517634,-71.2137931812,38976,11/3/1992
204810,MIDDLESEX,BURLINGTON,MOUNTAIN ROAD,,,WEST OF,WINN STREET,2-WAY,42.4906346939,-71.1744703925,4283,12/5/1988
204811,MIDDLESEX,BURLINGTON,RAMP-RT 95 SB TO RT 3A NB,,,,YANKEE DIVISION HIGHWAY,2-WAY,42.4913549526,-71.1903572998,10142,3/22/1988
204812,MIDDLESEX,BURLINGTON,BURLINGTON MALL ROAD,,,,CAMBRIDGE STREET,2-WAY,42.491654299,-71.1938284171,4401,3/22/1988
204813,MIDDLESEX,BURLINGTON,SOUTH BEDFORD STREET,,,,BLANCHARD ROAD,2-WAY,42.482900148,-71.1928123461,10521,11/3/1992
204814,MIDDLESEX,BURLINGTON,TERRACE HALL AVENUE,,,EAST OF,MIDDLESEX TURNPIKE,2-WAY,42.495112451,-71.2250301936,6531,11/30/1988
204815,MIDDLESEX,BURLINGTON,WINN STREET,,,SOUTH OF,RAMP-RT 95 NB TO WINN ST,2-WAY,42.4945116888,-71.1770653714,23716,11/3/1992
204819,MIDDLESEX,BURLINGTON,CAMBRIDGE STREET,,,,WAYSIDE ROAD,2-WAY,42.4847573641,-71.1896343365,24718,11/3/1992
204820,MIDDLESEX,BURLINGTON,ROUTE 3,,,AT,BEDFORD TOWN LINE,2-WAY,42.4963788433,-71.2373094841,37412,2/9/1988
204821,MIDDLESEX,BURLINGTON,ROUTE 3,,,AT,RAMP-RT 3 NB TO RT 62,2-WAY,42.4950392622,-71.2360040364,85000,1/1/2006
204822,MIDDLESEX,BURLINGTON,CAMBRIDGE STREET,,,NORTH OF,BURLINGTON MALL ROAD,2-WAY,42.4916439506,-71.193337603,28238,3/22/1988
204823,MIDDLESEX,BURLINGTON,CAMBRIDGE STREET,,,,BURLINGTON MALL ROAD,2-WAY,42.4911802898,-71.1929579301,34800,3/22/1988
204824,MIDDLESEX,BURLINGTON,CAMBRIDGE STREET,,,SOUTH OF,RITA AVENUE,2-WAY,42.497658901,-71.1941751573,28582,12/5/1988
204825,MIDDLESEX,BURLINGTON,CAMBRIDGE STREET,,,NORTH OF,LINCOLN KNOLL LANE,2-WAY,42.4831932277,-71.1887262819,26383,12/5/1988
204826,MIDDLESEX,BURLINGTON,BEDFORD STREET,,,EAST OF,RTE 62 E OF MIDDLESEX TPKE,2-WAY,42.5017247131,-71.2286231982,13443,11/30/1988
204827,MIDDLESEX,BURLINGTON,MILL STREET,,,NORTH OF,LOCUST ST,2-WAY,42.5136275241,-71.1889710648,6847,10/7/1992
204828,MIDDLESEX,BURLINGTON,WINN STREET,,,,,2-WAY,42.5009952592,-71.1828597422,15095,3/8/1985
2049,FRANKLIN,LEVERETT,DUDLEYVILLE ROAD,,,AT,SHUTESBURY,2-WAY,42.4854906688,-72.4450620123,170,1/1/1993
204902,MIDDLESEX,CAMBRIDGE,CONCORD AVENUE,,,,ALEWIFE BROOK PARKWAY,2-WAY,42.388800655,-71.1445291642,19306,11/10/1992
204904,MIDDLESEX,CAMBRIDGE,HURON AVENUE,,,,,2-WAY,42.3811154821,-71.1544606544,11498,11/10/1992
204905,MIDDLESEX,CAMBRIDGE,MONSIGNOR OBRIEN HIGHWAY,,,NORTH OF,,2-WAY,42.3690039952,-71.0725578306,39516,10/28/1991
204906,MIDDLESEX,CAMBRIDGE,MONSIGNOR OBRIEN HIGHWAY,,,SOUTH OF,,2-WAY,42.3689147741,-71.0727116291,42490,10/28/1991
204907,MIDDLESEX,CAMBRIDGE,MOUNT AUBURN STREET,,,,BELMONT STREET,2-WAY,42.3749115237,-71.1483360665,33333,11/10/1992
204910,MIDDLESEX,CAMBRIDGE,CONCORD TURNPIKE,,,AT,RTE 2 RTE 16,2-WAY,42.3978071896,-71.1426300153,61800,1/1/2006
204911,MIDDLESEX,CAMBRIDGE,MONSIGNOR OBRIEN HIGHWAY,,,NORTH OF,RTE 28 THIRD ST,2-WAY,42.3725812783,-71.0795723898,31719,5/30/1991
204914,MIDDLESEX,CAMBRIDGE,WESTERN AVENUE,,,AT,,2-WAY,42.3642409512,-71.1169247546,19665,6/7/1985
204915,MIDDLESEX,CAMBRIDGE,RIVER STREET,,,AT,CHARLES RIVER,2-WAY,42.3612190103,-71.116704455,17318,6/4/1985
205,HAMPSHIRE,HADLEY,ROUTE 116,,,NORTH OF,RTE. 9 (REPLACES STA 2801),2-WAY,42.3720180766,-72.5422359594,8697,1/1/2007
2050,FRANKLIN,LEVERETT,PATRICK E CAREY HIGHWAY,,,AT,SUNDERLAND,2-WAY,42.5020434195,-72.5217552065,3344,1/1/2012
205001,NORFOLK,CANTON,DEDHAM STREET,,,SOUTH OF,ELM STREET,2-WAY,42.1871592873,-71.1479277835,10900,1/1/1992
205002,NORFOLK,CANTON,GREEN LODGE STREET,,,EAST OF,ELM STREET,2-WAY,42.2034540124,-71.1330811231,890,1/1/1992
205003,NORFOLK,CANTON,NEPONSET STREET,,,EAST OF,RAMP-NEPONSET ST NB TO RT 95 NB,2-WAY,42.1677302841,-71.1664629203,26848,4/4/2007
205005,NORFOLK,CANTON,YANKEE DIVISION HIGHWAY,,,,RAMP-RT 93 NB TO RT 138 SB,2-WAY,42.2030073443,-71.1275278609,,
205007,NORFOLK,CANTON,INTERSTATE 95,,,SOUTH OF,RAMP-RT 95 NB TO RT 93 NB,2-WAY,42.2012056649,-71.1439071156,92762,6/14/1989
205008,NORFOLK,DEDHAM,YANKEE DIVISION HIGHWAY,,,AT,CANTON TOWN LINE,2-WAY,42.2101876808,-71.1444699306,,
205009,NORFOLK,CANTON,WASHINGTON STREET,,,NORTH OF,RAMP-RT 93 SB TO RT 138 NB,2-WAY,42.2062922593,-71.1194235828,26600,1/1/2004
2051,FRANKLIN,MONTAGUE,FEDERAL STREET,,,NORTH OF,PODLINSKI RD.,2-WAY,42.5165567261,-72.5282940053,3505,1/1/2012
205101,MIDDLESEX,CARLISLE,BEDFORD ROAD,,,SOUTH OF,MAPLE STREET,2-WAY,42.5195725405,-71.3286996302,6877,1/1/1990
205102,MIDDLESEX,CARLISLE,WEST STREET,,,,POPE ROAD,2-WAY,42.5068412252,-71.3829314436,1622,6/14/1990
2052,FRANKLIN,MONTAGUE,CENTER STREET,,,WEST OF,MAIN ST./NORTH ST.,2-WAY,42.5354219258,-72.5334958815,461,1/1/2012
205201,PLYMOUTH,CARVER,PLYMOUTH ROAD,,,WEST OF,PLYMOUTH LINE,2-WAY,41.9271415031,-70.7511624539,3100,1/1/1995
205202,PLYMOUTH,PLYMOUTH,SOUTH MEADOW ROAD,,,AT,CARVER PLYMOUTH TOWN LINE,2-WAY,41.9097004517,-70.7363196817,5658,8/2/1988
205203,PLYMOUTH,CARVER,WENHAM STREET,,,WEST OF,WENHAM ST RT 44 CARVER PLYMOUTH LINE,2-WAY,41.9257905069,-70.7508854769,8650,8/2/1988
205204,PLYMOUTH,CARVER,CRANBERRY ROAD,,,EAST OF,TREMONT ST,2-WAY,41.8433891974,-70.7329211484,2713,6/14/1990
205207,PLYMOUTH,CARVER,TREMONT STREET,,,AT,THE PLYMOUTH LINE,2-WAY,41.8860329848,-70.7159823516,4765,6/25/1991
205208,PLYMOUTH,CARVER,TREMONT STREET,,,SOUTH OF,CRANBERRY ROAD,2-WAY,41.8451458877,-70.7410378559,6066,1/1/1990
205209,PLYMOUTH,CARVER,WENHAM STREET,,,WEST OF,PLYMOUTH LINE,2-WAY,41.9257935752,-70.7508809592,7765,8/27/1991
205213,PLYMOUTH,CARVER,TREMONT STREET,,,AT,THE WAREHAM TOWN LINE,2-WAY,41.8164702866,-70.7594081844,11400,1/1/2000
205214,PLYMOUTH,CARVER,TREMONT STREET,,,AT,TREMONT STREET CARVER PLYMOUTH LINE,2-WAY,41.8853300894,-70.7173355182,5310,8/2/1988
2053,FRANKLIN,MONTAGUE,TURNPIKE ROAD,,,WEST OF,MONTAGUE ST.,2-WAY,42.5886149031,-72.5507238333,3485,1/1/2012
2054,FRANKLIN,MONTAGUE,GREENFIELD ROAD,,,WEST OF,RANDALL RD.,2-WAY,42.5817425056,-72.5742510874,1667,1/1/2012
2055,FRANKLIN,MONTAGUE,UNITY STREET,,,NORTH OF,HIGH ST.,2-WAY,42.6010833665,-72.5511198585,6734,1/1/2012
2056,FRANKLIN,MONTAGUE,WALNUT STREET,,,NORTH OF,TURNPIKE RD.,2-WAY,42.5897288954,-72.5660151225,,
205601,MIDDLESEX,CHELMSFORD,ADAMS STREET,,,SOUTH OF,ADAMS ST GROTON RD,2-WAY,42.6392848615,-71.3841509344,660,1/1/1992
205605,MIDDLESEX,CHELMSFORD,DUNSTABLE ROAD,,,WEST OF,DUNSTABLE RD RTE 3A,2-WAY,42.639826014,-71.3844083454,2900,1/1/2002
205606,MIDDLESEX,CHELMSFORD,FAIRVIEW AVENUE,,,SOUTH OF,FAIRVIEW ST RTE 3A,2-WAY,42.6311099157,-71.3732422886,160,1/1/1992
205609,MIDDLESEX,CHELMSFORD,GROTON ROAD,,,WEST OF,GROTON RD ADAMS STREET,2-WAY,42.6396078137,-71.3857550417,7671,8/10/1992
205612,MIDDLESEX,CHELMSFORD,TYNGSBOROUGH ROAD,,,,MIDDLESEX RD NORTH OF DUNSTABLE RD,2-WAY,42.6400265011,-71.3842666346,12833,1/1/2013
205613,MIDDLESEX,CHELMSFORD,MIDDLESEX STREET,,,SOUTH OF,PRINCETON ST,2-WAY,42.6387494737,-71.3818561908,10761,5/29/2001
205617,MIDDLESEX,CHELMSFORD,PRINCETON STREET,,,SOUTH OF,PRINCETON ST MIDDLESEX RD,2-WAY,42.6387043567,-71.3824766509,13994,8/10/1992
205618,MIDDLESEX,CHELMSFORD,RAMP-LOWELL CONN NB TO RT 495 NB,,,,RAMP FROM LOWELL CON NB TO I-495 NB,2-WAY,42.6070097798,-71.3185860658,7861,7/16/2004
205619,MIDDLESEX,CHELMSFORD,SCHOOL STREET,,,NORTH OF,GRANITEVILLE RD,2-WAY,42.6130763846,-71.3979931496,3125,9/13/1989
205622,MIDDLESEX,CHELMSFORD,WOTTON STREET,,,EAST OF,WOTTON ST RTE 3A,2-WAY,42.6398313363,-71.3832748381,660,1/1/1992
205634,MIDDLESEX,CHELMSFORD,ROUTE 3,,,AT,LOWELL CL,2-WAY,42.620572523,-71.3475367352,80393,7/8/1991
205635,MIDDLESEX,CHELMSFORD,ROUTE 3,,,NORTH OF,RTE 3 RTE I-495,2-WAY,42.610957435,-71.3268451494,80483,7/8/1991
205636,MIDDLESEX,CHELMSFORD,ROUTE 3,,,SOUTH OF,RTE 3 RTE I-495,2-WAY,42.6052683491,-71.3243958382,80281,7/8/1991
205638,MIDDLESEX,CHELMSFORD,ROUTE 3,,,SOUTH OF,RTE 3 RTE 40,2-WAY,42.6300674695,-71.4022582782,73957,7/8/1991
205639,MIDDLESEX,CHELMSFORD,PRINCETON STREET,,,EAST OF,RTE 3A FAIRVIEW ST,2-WAY,42.6313777016,-71.3731432147,8417,8/10/1992
205640,MIDDLESEX,CHELMSFORD,PRINCETON STREET,,,EAST OF,RTE 3A SB NORTH RD,2-WAY,42.6312375873,-71.373654191,3149,8/10/1992
205641,MIDDLESEX,CHELMSFORD,NORTH ROAD,,,,RTE 3A TO NORTH RD SB,2-WAY,42.6310638821,-71.3737155415,825,8/10/1992
205643,MIDDLESEX,CHELMSFORD,GROTON ROAD,,,SOUTH OF,NORTH RD RTE 3A,2-WAY,42.6310638821,-71.3737155415,9605,9/27/1989
205644,MIDDLESEX,CHELMSFORD,NORTH ROAD,,,SOUTH OF,,2-WAY,42.6310638821,-71.3737155415,14576,8/10/1992
2057,FRANKLIN,MONTAGUE,AVENUE A,,,,BETWEEN 5TH & MONTAGUE CITY RD.,2-WAY,42.6023178858,-72.5629707374,4466,1/1/2012
205702,SUFFOLK,CHELSEA,RAMP-ARLINGTON ST TO RT 1 SB,,,,ARLINGTON STREET,2-WAY,42.3957994458,-71.0362949555,1106,7/22/1997
205703,SUFFOLK,CHELSEA,NORTHEAST EXPRESSWAY,,,,NORTHEAST EXPRESSWAY,2-WAY,42.4007429857,-71.03811266,837,2/21/1990
205704,SUFFOLK,CHELSEA,RAMP-EVERETT AVE TO RT 1 SB,,,,EVERETT AVENUE,2-WAY,42.3916119678,-71.0393399793,5283,7/22/1997
205705,SUFFOLK,CHELSEA,REVERE BEACH PARKWAY,,,WEST OF,RAMP-RT 16 WB TO RT 1 SB,2-WAY,42.4040900554,-71.0326770412,38496,5/9/1989
205706,SUFFOLK,CHELSEA,NORTHEAST EXPRESSWAY,,,SOUTH OF,RAMP-RT 1 NB TO RT 16 EB,2-WAY,42.4048185604,-71.0276165774,33294,5/9/1989
2058,FRANKLIN,ERVING,MOHAWK TRAIL,,,WEST OF,MOUNTAIN RD.,2-WAY,42.6037526578,-72.4073888684,10279,1/1/2012
2059,FRANKLIN,ERVING,LAUREL LAKE ROAD,,,AT,WARWICK,2-WAY,42.6199457587,-72.3721418783,13600,1/1/2007
2060,FRANKLIN,ERVING,NORTHFIELD ROAD,,,AT,NORTHFIELD,2-WAY,42.6038602422,-72.4747131558,2423,1/1/2012
2061,FRANKLIN,ORANGE,TULLY ROAD,,,AT,ATHOL,2-WAY,42.6158026692,-72.2384783157,1600,1/1/1998
2062,FRANKLIN,ORANGE,MOHAWK TRAIL,,,AT,WENDELL,2-WAY,42.5966440631,-72.3521734126,6495,1/1/2012
2063,FRANKLIN,ORANGE,MOHAWK TRAIL,,,WEST OF,RTE. 122,2-WAY,42.5605417107,-72.305050818,6209,1/1/2012
2064,FRANKLIN,ORANGE,MOHAWK TRAIL,,,AT,ATHOL,2-WAY,42.5623457153,-72.2748846613,9664,1/1/2012
206402,WORCESTER,CLINTON,CHACE STREET,,,WEST OF,CLINTON CHASE ST ACORN ST,2-WAY,42.4114720229,-71.6728301348,857,10/13/1989
206406,WORCESTER,CLINTON,BOLTON ROAD,,,,BOLTON,2-WAY,42.4193169377,-71.660427692,4012,1/1/2012
206409,WORCESTER,LANCASTER,MAIN STREET,,,AT,LANCASTER,2-WAY,42.436467563,-71.6861014309,9759,10/26/1992
206412,WORCESTER,CLINTON,HIGH STREET,,,,LANCASTER,2-WAY,42.4350962207,-71.6792294594,5077,1/1/2013
206414,WORCESTER,CLINTON,CAMERON STREET,,,EAST OF,RTE 62 JCT OF RTES 62 & 70,2-WAY,42.4094427087,-71.6816295338,2914,10/15/1991
206416,WORCESTER,CLINTON,STERLING STREET,,,,LANCASTER,2-WAY,42.4260172134,-71.7004069104,10330,1/1/2013
206417,WORCESTER,CLINTON,CHESTNUT STREET,,,NORTH OF,RTES 62 & 70 JCT OF RTES 62 & 70,2-WAY,42.4097020432,-71.6818737997,6693,10/15/1991
206419,WORCESTER,CLINTON,BOYLSTON STREET,,,AT,BOYLSTON,2-WAY,42.391610731,-71.6867779162,5314,1/1/2012
206420,WORCESTER,CLINTON,BOYLSTON STREET,,,SOUTH OF,RTE 70 RTE 62,2-WAY,42.4094664647,-71.681965601,2648,10/15/1991
2065,FRANKLIN,WENDELL,LOCKS VILLAGE ROAD,,,AT,SHUTESBURY,2-WAY,42.5107721207,-72.4259675358,748,1/1/2012
206501,NORFOLK,COHASSET,FOREST AVENUE,,,NORTH OF,,2-WAY,42.2443899977,-70.8285100042,,
206502,NORFOLK,COHASSET,CHIEF JUSTICE CUSHING HIGHWAY,,,NORTH OF,KING STREET,2-WAY,42.240730125,-70.8294223755,,
206503,NORFOLK,COHASSET,CHIEF JUSTICE CUSHING HIGHWAY,,,SOUTH OF,KING STREET,2-WAY,42.2332918338,-70.8215323796,18517,11/5/1991
2066,FRANKLIN,WENDELL,WEST STREET,,,WEST OF,LOCKS VILLAGE RD.,2-WAY,42.5134913485,-72.4262078199,210,1/1/1993
2067,HAMPSHIRE,CUMMINGTON,WEST CUMMINGTON ROAD,,,SOUTH OF,RTE.9,2-WAY,42.4889298776,-72.9637886855,122,1/1/2012
206702,MIDDLESEX,CONCORD,WALDEN STREET,,,NORTH OF,WALDEN POND,2-WAY,42.4440329989,-71.3398883165,7650,1/1/1988
206703,MIDDLESEX,CONCORD,ELM STREET,,,EAST OF,REFORMATORY CIRCLE,2-WAY,42.4669260165,-71.3958392906,16729,10/31/1989
206704,MIDDLESEX,CONCORD,CONCORD TURNPIKE,,,WEST OF,CAMBRIDGE TURNPIKE,2-WAY,42.4497532737,-71.3216727685,46900,1/1/2006
206706,MIDDLESEX,CONCORD,MAIN STREET,,,AT,ACTON TOWN LINE,2-WAY,42.4418730754,-71.4269212014,13049,10/3/1989
206707,MIDDLESEX,CONCORD,LAWS BROOK ROAD,,,AT,ACTON TOWN LINE,2-WAY,42.4598791519,-71.4149025335,3906,10/3/1989
206708,MIDDLESEX,CONCORD,STRAWBERRY HILL ROAD,,,AT,ACTON TOWN LINE,2-WAY,42.4912112479,-71.3938754153,1005,10/3/1989
206709,MIDDLESEX,CONCORD,ELM STREET,,,AT,ACTON TOWN LINE,2-WAY,42.473295099,-71.4059155941,26000,1/1/1996
206711,MIDDLESEX,CONCORD,LOWELL ROAD,,,AT,CARLISLE TOWN LINE,2-WAY,42.5037025689,-71.3699321644,5349,10/2/1989
206712,MIDDLESEX,CONCORD,WESTFORD ROAD,,,AT,CARLISLE TOWN LINE,2-WAY,42.5043271617,-71.3819504114,714,10/19/1989
206713,MIDDLESEX,SUDBURY,CONCORD ROAD,,,AT,CONCORD SUDBURY TOWN LINE,2-WAY,42.4157714073,-71.3746293988,4159,10/3/1989
206714,MIDDLESEX,SUDBURY,DAKIN ROAD,,,AT,CONCORD SUDBURY TOWN LINE,2-WAY,42.4275086738,-71.4054349922,1983,10/3/1989
206715,MIDDLESEX,SUDBURY,POWERS ROAD,,,AT,CONCORD SUDBURY TOWN LINE,2-WAY,42.4291959353,-71.409898903,898,10/3/1989
206716,MIDDLESEX,SUDBURY,NORTH ROAD,,,AT,CONCORD SUDURY TOWN LIN,2-WAY,42.4189265186,-71.3828822424,9067,10/17/1989
206717,MIDDLESEX,CONCORD,ELM STREET,,,EAST OF,CONCORD TURNPIKE,2-WAY,42.4652240287,-71.3890414405,5361,10/31/1989
2068,HAMPSHIRE,CUMMINGTON,MAIN STREET,,,NORTH OF,RTE.9,2-WAY,42.4607798799,-72.89355885,635,1/1/2012
2069,HAMPSHIRE,CUMMINGTON,PACKARD ROAD,,,AT,PLAINFIELD,2-WAY,42.4919789011,-72.9462790037,120,1/1/1993
2070,HAMPSHIRE,GOSHEN,MARINE CORPS LEAGUE HIGHWAY,,,AT,WILLIAMSBURG,2-WAY,42.4175818907,-72.7723044311,5298,1/1/2012
2071,HAMPSHIRE,GOSHEN,MARINE CORPS LEAGUE HIGHWAY,,,AT,CUMMINGTON,2-WAY,42.4556156002,-72.8512350407,3051,1/1/2012
207101,ESSEX,DANVERS,CONANT STREET,,,WEST OF,CHERRY HILL DRIVE,2-WAY,42.5702024115,-70.913823161,6941,3/23/1988
207103,ESSEX,DANVERS,ENDICOTT STREET,,,EAST OF,RAMP-ENDICOTT ST TO RT 128 NB,2-WAY,42.5494815827,-70.9330133274,20300,1/1/1988
207104,ESSEX,DANVERS,ENDICOTT STREET,,,WEST OF,RAMP-RT 128 SB TO ENDICOTT ST,2-WAY,42.548771046,-70.9392998637,31900,1/1/1988
207105,ESSEX,DANVERS,FOLLY HILL DRIVE,,,,YANKEE DIVISION HIGHWAY,2-WAY,42.5698591802,-70.9116555983,580,3/23/1988
207106,ESSEX,DANVERS,RAMP-RT 62 WB TO RT 128 NB,,,,YANKEE DIVISION HIGHWAY,2-WAY,42.5667355846,-70.9209948868,1794,3/23/1988
207107,ESSEX,DANVERS,LIBERTY STREET,,,WEST OF,ELLIOTT STREET,2-WAY,42.5638506474,-70.9216223634,10550,1/1/1988
207108,ESSEX,DANVERS,NORTH STREET,,,EAST OF,NEWBURY STREET,2-WAY,42.5983559313,-70.9602656021,5300,1/1/1988
207109,ESSEX,DANVERS,NORTH STREET,,,WEST OF,NEWBURY STREET,2-WAY,42.598616149,-70.9609273494,2450,1/1/1988
207110,ESSEX,DANVERS,PURCHASE STREET,,,WEST OF,HIGH STREET,2-WAY,42.558288335,-70.9307026554,11800,1/1/1988
207111,ESSEX,DANVERS,RAMP-CONANT ST TO RT 128 SB,,,,CONANT STREET,2-WAY,42.5707673699,-70.9109967079,2154,3/23/1988
207112,ESSEX,DANVERS,RAMP-ENDICOTT ST TO RT 128 NB,,,,ENDICOTT STREET,2-WAY,42.5493929915,-70.934344633,1286,3/23/1988
207113,ESSEX,DANVERS,RAMP-ENDICOTT ST TO RT 128 SB,,,,ENDICOTT STREET,2-WAY,42.5489752143,-70.9381685544,2128,3/23/1988
207114,ESSEX,DANVERS,RAMP-ENDICOTT ST TO RT 128 SB,,,,ENDICOTT STREET,2-WAY,42.54897755,-70.9379449923,3950,3/23/1988
207115,ESSEX,DANVERS,RAMP-ENDICOTT ST TO RT 128 NB,,,,ENDICOTT STREET,2-WAY,42.5494396252,-70.9339934558,2870,3/23/1988
207116,ESSEX,DANVERS,RAMP-RT 128 NB TO RT 62 EB,,,,ELLIOTT STREET,2-WAY,42.5643185465,-70.9226367578,7657,3/23/1988
207117,ESSEX,DANVERS,RAMP-RT 128 NB TO ENDICOTT ST,,,,ENDICOTT STREET,2-WAY,42.5493488768,-70.9344548207,3902,3/23/1988
207118,ESSEX,DANVERS,RAMP-RT 128 NB TO ENDICOTT ST,,,,ENDICOTT STREET,2-WAY,42.549318399,-70.934731095,1527,3/23/1988
207119,ESSEX,DANVERS,RAMP-RT 128 NB TO RT 62 WB,,,,LIBERTY STREET,2-WAY,42.5665880189,-70.921307438,2426,3/23/1988
207121,ESSEX,DANVERS,RAMP-RT 128 SB TO RT 35 NB,,,,YANKEE DIVISION HIGHWAY,2-WAY,42.5589143212,-70.9284349081,2601,3/23/1988
207122,ESSEX,DANVERS,RAMP-RT 128 SB TO RT 62,,,,STATE ROAD,2-WAY,42.5666560914,-70.9219286571,4261,5/16/2001
207123,ESSEX,DANVERS,RAMP-RT 128 SB TO ENDICOTT ST,,,,ENDICOTT STREET,2-WAY,42.5489534725,-70.9383115353,3669,3/23/1988
207124,ESSEX,DANVERS,RAMP-RT 128 SB TO ENDICOTT ST,,,,ENDICOTT STREET,2-WAY,42.5489330422,-70.938543138,1173,3/23/1988
207125,ESSEX,DANVERS,RAMP-RT 35 SB TO RT 128 NB,,,,HIGH STREET,2-WAY,42.5576165805,-70.928588867,1704,3/23/1988
207126,ESSEX,DANVERS,RAMP-RT 35 SB TO RT 128 SB,,,,HIGH STREET,2-WAY,42.5582836263,-70.9296661782,3442,3/23/1988
207127,ESSEX,DANVERS,RAMP-RT 62 EB TO RT 128 NB,,,,YANKEE DIVISION HIGHWAY,2-WAY,42.564437473,-70.9227744507,3250,3/23/1988
207128,ESSEX,DANVERS,RAMP-RT 62 TO RT 128 SB,,,,ELLIOTT STREET,2-WAY,42.5657804988,-70.9236059078,10063,3/23/1988
207136,ESSEX,DANVERS,SYLVAN STREET,,,NORTH OF,ENDICOTT STREET,2-WAY,42.5482530282,-70.9459401088,14350,1/1/1988
207137,ESSEX,DANVERS,SYLVAN STREET,,,NORTH OF,POND STREET,2-WAY,42.5607970832,-70.9407993445,7500,1/1/1988
207138,ESSEX,DANVERS,TRASK LANE,,,NORTH OF,,2-WAY,42.5700076498,-70.9100133875,4348,3/23/1988
207139,ESSEX,DANVERS,INTERSTATE 95,,,NORTH OF,RAMP-RT 1 TO RT 95 NB,2-WAY,42.5972231922,-70.9641935473,55500,1/1/1998
207141,ESSEX,DANVERS,NEWBURY STREET,,,NORTH OF,NORTH STREET,2-WAY,42.5990235776,-70.9603886906,19633,8/3/1988
207142,ESSEX,DANVERS,NEWBURY STREET,,,SOUTH OF,NORTH STREET,2-WAY,42.5983014513,-70.9607402833,22630,8/3/1988
207144,ESSEX,DANVERS,ANDOVER STREET,,,NORTH OF,GARDEN STREET,2-WAY,42.5570857884,-70.9687190349,33150,1/1/1988
207145,ESSEX,DANVERS,YANKEE DIVISION HIGHWAY,,,NORTH OF,RAMP-TRASK LN TO RT 128 NB,2-WAY,42.5708538796,-70.9096135436,63100,1/1/1988
207146,ESSEX,DANVERS,YANKEE DIVISION HIGHWAY,,,NORTH OF,RAMP-RT 128 SB TO CONANT ST,2-WAY,42.5709023331,-70.9098894228,57948,3/23/1988
207147,ESSEX,DANVERS,YANKEE DIVISION HIGHWAY,,,SOUTH OF,FOLLY HILL DRIVE,2-WAY,42.5700778903,-70.9123112986,24453,3/24/1988
